Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
2007-03-11;11:17:00;0.546;0.076;240.16;2.4;0.0;0.0;0.0
2007-03-11;11:18:00;0.546;0.072;239.63;2.4;0.0;0.0;0.0
2007-03-11;11:19:00;0.546;0.072;240.18;2.4;0.0;0.0;0.0
2007-03-11;11:20:00;0.546;0.076;240.84;2.4;0.0;0.0;0.0
2007-03-11;11:21:00;0.544;0.078;241.07;2.4;0.0;0.0;0.0
2007-03-11;11:22:00;0.546;0.082;241.8;2.4;0.0;0.0;0.0
2007-03-11;11:23:00;0.546;0.078;241.22;2.4;0.0;0.0;0.0
2007-03-11;11:24:00;0.542;0.076;240.33;2.4;0.0;0.0;0.0
2007-03-11;11:25:00;0.506;0.0;240.28;2.4;0.0;0.0;0.0
2007-03-11;11:26:00;0.446;0.056;239.75;2.0;0.0;0.0;0.0
2007-03-11;11:27:00;0.448;0.056;239.81;2.0;0.0;0.0;0.0
2007-03-11;11:28:00;0.448;0.054;240.64;2.0;0.0;0.0;0.0
2007-03-11;11:29:00;0.446;0.054;240.12;2.0;0.0;0.0;0.0
2007-03-11;11:30:00;0.446;0.056;239.9;2.0;0.0;0.0;0.0
2007-03-11;11:31:00;0.448;0.052;240.72;2.0;0.0;0.0;0.0
2007-03-11;11:32:00;0.448;0.054;240.4;2.0;0.0;0.0;0.0
2007-03-11;11:33:00;0.45;0.052;241.02;2.0;0.0;0.0;0.0
2007-03-11;11:34:00;0.45;0.052;241.35;2.0;0.0;0.0;0.0
2007-03-11;11:35:00;0.45;0.052;241.11;2.0;0.0;0.0;0.0
2007-03-11;11:36:00;0.448;0.054;240.02;2.0;0.0;0.0;0.0
2007-03-11;11:37:00;0.522;0.0;240.3;2.4;0.0;0.0;0.0
2007-03-11;11:38:00;0.526;0.048;240.46;2.4;0.0;0.0;0.0
2007-03-11;11:39:00;0.526;0.05;240.95;2.4;0.0;0.0;0.0
2007-03-11;11:40:00;0.526;0.048;240.83;2.4;0.0;0.0;0.0
2007-03-11;11:41:00;0.524;0.046;240.33;2.4;0.0;0.0;0.0
2007-03-11;11:42:00;0.522;0.046;239.94;2.4;0.0;0.0;0.0
2007-03-11;11:43:00;0.52;0.048;240.43;2.4;0.0;0.0;0.0
2007-03-11;11:44:00;0.52;0.046;240.48;2.4;0.0;0.0;0.0
2007-03-11;11:45:00;0.518;0.0;240.08;2.4;0.0;0.0;0.0
2007-03-11;11:46:00;0.61;0.158;239.11;2.8;0.0;0.0;0.0
2007-03-11;11:47:00;0.602;0.164;239.98;2.8;0.0;1.0;0.0
2007-03-11;11:48:00;0.598;0.17;240.96;2.8;0.0;2.0;0.0
2007-03-11;11:49:00;0.662;0.22;241.22;3.0;0.0;1.0;0.0
2007-03-11;11:50:00;0.642;0.2;240.84;3.0;0.0;1.0;0.0
2007-03-11;11:51:00;0.636;0.192;239.6;2.8;0.0;2.0;0.0
2007-03-11;11:52:00;0.638;0.2;241.04;2.8;0.0;1.0;0.0
2007-03-11;11:53:00;0.636;0.198;240.75;2.8;0.0;2.0;0.0
2007-03-11;11:54:00;0.632;0.196;240.16;2.8;0.0;1.0;0.0
2007-03-11;11:55:00;0.63;0.19;239.56;2.8;0.0;1.0;0.0
2007-03-11;11:56:00;0.628;0.186;238.83;2.8;0.0;2.0;0.0
2007-03-11;11:57:00;0.624;0.186;238.7;2.8;0.0;1.0;0.0
2007-03-11;11:58:00;0.622;0.184;238.68;2.8;0.0;1.0;0.0
2007-03-11;11:59:00;0.62;0.182;238.3;2.8;0.0;2.0;0.0
2007-03-11;12:00:00;0.62;0.184;238.75;2.8;0.0;1.0;0.0
2007-03-11;12:01:00;0.618;0.188;239.22;2.8;0.0;1.0;0.0
2007-03-11;12:02:00;0.616;0.188;239.02;2.8;0.0;2.0;0.0
2007-03-11;12:03:00;0.576;0.134;239.66;2.6;0.0;1.0;0.0
2007-03-11;12:04:00;0.52;0.054;239.05;2.4;0.0;1.0;0.0
2007-03-11;12:05:00;0.522;0.05;239.41;2.4;0.0;2.0;0.0
2007-03-11;12:06:00;0.52;0.054;239.34;2.4;0.0;1.0;0.0
2007-03-11;12:07:00;0.52;0.06;240.42;2.4;0.0;1.0;0.0
2007-03-11;12:08:00;0.522;0.062;240.68;2.4;0.0;1.0;0.0
2007-03-11;12:09:00;0.518;0.058;240.06;2.4;0.0;2.0;0.0
2007-03-11;12:10:00;0.516;0.056;239.04;2.4;0.0;1.0;0.0
2007-03-11;12:11:00;0.518;0.058;240.1;2.4;0.0;1.0;0.0
2007-03-11;12:12:00;0.486;0.0;240.12;2.2;0.0;1.0;0.0
2007-03-11;12:13:00;0.444;0.06;239.4;2.0;0.0;0.0;0.0
2007-03-11;12:14:00;0.446;0.06;239.49;2.0;0.0;0.0;0.0
2007-03-11;12:15:00;0.444;0.06;239.17;2.0;0.0;0.0;0.0
2007-03-11;12:16:00;0.446;0.054;240.95;2.0;0.0;0.0;0.0
2007-03-11;12:17:00;0.448;0.058;240.62;2.0;0.0;0.0;0.0
2007-03-11;12:18:00;0.446;0.058;240.45;2.0;0.0;0.0;0.0
2007-03-11;12:19:00;0.446;0.058;240.38;2.0;0.0;0.0;0.0
2007-03-11;12:20:00;0.446;0.06;240.24;2.0;0.0;0.0;0.0
2007-03-11;12:21:00;0.446;0.064;239.78;2.2;0.0;0.0;0.0
2007-03-11;12:22:00;0.49;0.0;239.0;2.4;0.0;0.0;0.0
2007-03-11;12:23:00;0.522;0.0;240.34;2.4;0.0;0.0;0.0
2007-03-11;12:24:00;0.524;0.0;240.49;2.4;0.0;0.0;0.0
2007-03-11;12:25:00;0.524;0.0;240.71;2.4;0.0;0.0;0.0
2007-03-11;12:26:00;0.524;0.0;240.37;2.4;0.0;0.0;0.0
2007-03-11;12:27:00;0.646;0.174;240.28;3.0;0.0;0.0;0.0
2007-03-11;12:28:00;0.626;0.174;240.0;2.8;0.0;0.0;0.0
2007-03-11;12:29:00;0.622;0.174;240.03;2.8;0.0;0.0;0.0
2007-03-11;12:30:00;0.618;0.166;238.75;2.8;0.0;0.0;0.0
2007-03-11;12:31:00;0.616;0.166;238.43;2.8;0.0;0.0;0.0
2007-03-11;12:32:00;0.61;0.158;237.53;2.8;0.0;0.0;0.0
2007-03-11;12:33:00;0.61;0.162;238.3;2.8;0.0;0.0;0.0
2007-03-11;12:34:00;0.572;0.108;238.9;2.6;0.0;0.0;0.0
2007-03-11;12:35:00;0.544;0.068;239.43;2.4;0.0;0.0;0.0
2007-03-11;12:36:00;1.54;0.128;238.26;8.4;12.0;0.0;0.0
2007-03-11;12:37:00;3.116;0.242;236.14;13.2;39.0;0.0;0.0
2007-03-11;12:38:00;3.086;0.238;236.15;13.0;38.0;0.0;0.0
2007-03-11;12:39:00;3.082;0.234;235.96;13.0;37.0;0.0;0.0
2007-03-11;12:40:00;3.134;0.25;238.35;13.2;39.0;0.0;0.0
2007-03-11;12:41:00;3.05;0.17;237.45;12.8;38.0;0.0;0.0
2007-03-11;12:42:00;3.114;0.122;237.64;13.0;39.0;0.0;0.0
2007-03-11;12:43:00;3.146;0.124;238.56;13.2;39.0;0.0;0.0
2007-03-11;12:44:00;3.838;0.136;237.01;16.4;38.0;0.0;7.0
2007-03-11;12:45:00;4.494;0.15;235.82;19.0;38.0;0.0;18.0
2007-03-11;12:46:00;4.534;0.156;237.46;19.0;38.0;0.0;18.0
2007-03-11;12:47:00;4.556;0.158;238.53;19.0;39.0;0.0;17.0
2007-03-11;12:48:00;4.496;0.152;236.93;19.0;39.0;0.0;18.0
2007-03-11;12:49:00;4.414;0.142;234.6;18.8;37.0;0.0;17.0
2007-03-11;12:50:00;4.44;0.146;235.49;18.8;38.0;0.0;17.0
2007-03-11;12:51:00;4.484;0.148;236.91;18.8;38.0;0.0;17.0
2007-03-11;12:52:00;4.474;0.144;236.64;18.8;38.0;0.0;17.0
2007-03-11;12:53:00;3.036;0.15;237.1;13.6;17.0;0.0;18.0
2007-03-11;12:54:00;2.158;0.164;238.58;9.0;1.0;0.0;17.0
2007-03-11;12:55:00;2.182;0.174;239.65;9.2;1.0;0.0;18.0
2007-03-11;12:56:00;3.606;0.16;238.49;15.8;23.0;0.0;17.0
2007-03-11;12:57:00;4.436;0.156;238.45;18.6;38.0;0.0;18.0
2007-03-11;12:58:00;4.442;0.154;238.29;18.6;39.0;0.0;17.0
2007-03-11;12:59:00;2.498;0.172;238.62;11.0;9.0;0.0;18.0
2007-03-11;13:00:00;2.158;0.178;238.52;9.0;1.0;0.0;17.0
2007-03-11;13:01:00;2.168;0.18;239.34;9.0;1.0;0.0;18.0
2007-03-11;13:02:00;3.304;0.168;238.65;14.6;18.0;0.0;17.0
2007-03-11;13:03:00;4.35;0.154;236.57;18.4;38.0;0.0;17.0
2007-03-11;13:04:00;4.354;0.158;235.89;18.4;38.0;0.0;17.0
2007-03-11;13:05:00;2.624;0.3;237.76;11.6;9.0;0.0;18.0
2007-03-11;13:06:00;2.324;0.378;239.43;9.8;1.0;0.0;17.0
2007-03-11;13:07:00;2.298;0.404;237.45;9.8;1.0;0.0;17.0
2007-03-11;13:08:00;3.334;0.388;235.84;15.0;17.0;0.0;18.0
2007-03-11;13:09:00;4.73;0.5;234.62;20.4;37.0;0.0;16.0
2007-03-11;13:10:00;5.306;0.744;233.78;23.0;37.0;0.0;17.0
2007-03-11;13:11:00;4.4;0.378;235.02;18.8;37.0;0.0;17.0
2007-03-11;13:12:00;4.516;0.386;236.31;19.2;38.0;0.0;17.0
2007-03-11;13:13:00;4.474;0.378;235.22;19.0;38.0;0.0;17.0
2007-03-11;13:14:00;4.63;0.382;236.23;19.6;38.0;0.0;17.0
2007-03-11;13:15:00;4.564;0.384;236.67;19.4;38.0;0.0;18.0
2007-03-11;13:16:00;4.904;0.364;235.77;21.2;38.0;4.0;17.0
2007-03-11;13:17:00;6.62;0.346;233.68;28.4;37.0;36.0;16.0
2007-03-11;13:18:00;5.882;0.36;235.24;25.4;26.0;37.0;17.0
2007-03-11;13:19:00;4.518;0.326;237.92;19.0;2.0;37.0;18.0
2007-03-11;13:20:00;5.288;0.246;237.56;22.6;12.0;38.0;17.0
2007-03-11;13:21:00;6.6;0.23;235.67;28.0;38.0;36.0;17.0
2007-03-11;13:22:00;6.522;0.214;235.37;27.6;37.0;37.0;17.0
2007-03-11;13:23:00;6.374;0.188;236.38;27.0;39.0;37.0;17.0
2007-03-11;13:24:00;4.52;0.21;239.25;20.4;18.0;30.0;18.0
2007-03-11;13:25:00;1.946;0.234;241.48;8.2;1.0;0.0;18.0
2007-03-11;13:26:00;3.28;0.33;239.4;15.6;15.0;1.0;17.0
2007-03-11;13:27:00;5.698;0.526;236.07;24.4;37.0;1.0;17.0
2007-03-11;13:28:00;5.64;0.428;237.17;24.0;39.0;1.0;17.0
2007-03-11;13:29:00;5.604;0.38;237.32;23.8;38.0;0.0;18.0
2007-03-11;13:30:00;3.594;0.374;238.81;15.6;7.0;1.0;17.0
2007-03-11;13:31:00;3.346;0.338;238.35;14.2;1.0;1.0;18.0
2007-03-11;13:32:00;3.428;0.15;237.3;15.0;21.0;1.0;17.0
2007-03-11;13:33:00;4.03;0.122;235.93;17.0;38.0;1.0;17.0
2007-03-11;13:34:00;3.986;0.14;234.6;17.0;37.0;1.0;17.0
2007-03-11;13:35:00;2.064;0.1;235.26;9.4;8.0;0.0;17.0
2007-03-11;13:36:00;1.742;0.064;235.05;7.4;0.0;1.0;17.0
2007-03-11;13:37:00;1.774;0.068;236.34;7.6;1.0;0.0;17.0
2007-03-11;13:38:00;1.792;0.062;236.25;7.6;0.0;1.0;17.0
2007-03-11;13:39:00;1.798;0.06;236.65;7.6;0.0;1.0;17.0
2007-03-11;13:40:00;1.792;0.064;236.36;7.6;1.0;1.0;17.0
2007-03-11;13:41:00;1.782;0.102;237.12;7.6;0.0;1.0;18.0
2007-03-11;13:42:00;1.882;0.166;237.26;8.0;1.0;1.0;17.0
2007-03-11;13:43:00;2.136;0.27;236.21;9.2;0.0;5.0;17.0
2007-03-11;13:44:00;2.096;0.26;235.82;9.0;1.0;5.0;17.0
2007-03-11;13:45:00;2.086;0.258;235.52;9.0;0.0;4.0;17.0
2007-03-11;13:46:00;2.088;0.26;236.14;9.0;1.0;4.0;17.0
2007-03-11;13:47:00;1.91;0.246;236.86;8.2;0.0;2.0;17.0
2007-03-11;13:48:00;1.844;0.204;237.17;7.8;0.0;0.0;18.0
2007-03-11;13:49:00;1.836;0.202;236.82;7.8;1.0;0.0;17.0
2007-03-11;13:50:00;1.836;0.204;237.06;7.8;0.0;0.0;17.0
2007-03-11;13:51:00;1.842;0.206;237.58;7.8;1.0;0.0;17.0
2007-03-11;13:52:00;1.834;0.202;236.93;7.8;0.0;0.0;18.0
2007-03-11;13:53:00;1.842;0.206;237.79;7.8;1.0;0.0;17.0
2007-03-11;13:54:00;1.852;0.212;238.63;7.8;0.0;0.0;17.0
2007-03-11;13:55:00;1.856;0.212;238.98;7.8;1.0;0.0;18.0
2007-03-11;13:56:00;1.904;0.26;238.5;8.0;0.0;0.0;17.0
2007-03-11;13:57:00;1.892;0.258;238.85;8.0;0.0;0.0;18.0
2007-03-11;13:58:00;1.864;0.136;238.08;7.8;0.0;0.0;17.0
2007-03-11;13:59:00;1.802;0.138;237.96;7.6;0.0;0.0;18.0
2007-03-11;14:00:00;1.838;0.162;238.68;7.8;0.0;0.0;17.0
2007-03-11;14:01:00;1.904;0.266;239.99;8.0;0.0;1.0;18.0
2007-03-11;14:02:00;1.806;0.278;240.87;7.6;0.0;1.0;17.0
2007-03-11;14:03:00;1.736;0.278;240.34;7.2;0.0;2.0;18.0
2007-03-11;14:04:00;1.74;0.278;240.53;7.2;0.0;1.0;18.0
2007-03-11;14:05:00;1.766;0.288;242.32;7.4;0.0;1.0;18.0
2007-03-11;14:06:00;1.564;0.22;242.88;6.4;0.0;2.0;18.0
2007-03-11;14:07:00;1.486;0.19;241.93;6.2;0.0;1.0;18.0
2007-03-11;14:08:00;1.484;0.194;242.41;6.2;0.0;2.0;18.0
2007-03-11;14:09:00;1.49;0.196;242.95;6.2;0.0;1.0;18.0
2007-03-11;14:10:00;1.49;0.192;242.69;6.2;0.0;2.0;18.0
2007-03-11;14:11:00;1.512;0.182;243.01;6.2;0.0;1.0;18.0
2007-03-11;14:12:00;1.61;0.18;242.63;6.6;0.0;1.0;18.0
2007-03-11;14:13:00;1.62;0.184;243.68;6.6;0.0;2.0;18.0
2007-03-11;14:14:00;1.59;0.184;243.42;6.6;0.0;1.0;18.0
2007-03-11;14:15:00;1.504;0.188;243.87;6.2;0.0;2.0;19.0
2007-03-11;14:16:00;1.488;0.184;242.71;6.2;0.0;1.0;18.0
2007-03-11;14:17:00;1.488;0.198;243.71;6.0;0.0;1.0;18.0
2007-03-11;14:18:00;1.488;0.198;243.76;6.0;0.0;2.0;18.0
2007-03-11;14:19:00;1.472;0.192;242.49;6.0;0.0;1.0;18.0
2007-03-11;14:20:00;1.56;0.292;241.81;6.6;0.0;1.0;18.0
2007-03-11;14:21:00;1.574;0.326;241.96;6.6;0.0;2.0;18.0
2007-03-11;14:22:00;1.568;0.324;241.79;6.6;0.0;1.0;18.0
2007-03-11;14:23:00;1.568;0.326;242.05;6.6;0.0;1.0;18.0
2007-03-11;14:24:00;1.564;0.324;241.84;6.6;0.0;1.0;18.0
2007-03-11;14:25:00;1.57;0.328;242.58;6.6;0.0;2.0;18.0
2007-03-11;14:26:00;1.568;0.33;242.52;6.6;0.0;1.0;18.0
2007-03-11;14:27:00;1.54;0.276;243.1;6.4;0.0;1.0;18.0
2007-03-11;14:28:00;1.504;0.21;243.43;6.2;0.0;0.0;18.0
2007-03-11;14:29:00;1.494;0.208;242.71;6.2;0.0;0.0;18.0
2007-03-11;14:30:00;1.49;0.204;242.34;6.2;0.0;0.0;18.0
2007-03-11;14:31:00;1.496;0.208;243.05;6.2;0.0;0.0;18.0
2007-03-11;14:32:00;1.642;0.136;243.0;7.0;0.0;0.0;18.0
2007-03-11;14:33:00;3.08;0.174;240.71;13.0;0.0;0.0;18.0
2007-03-11;14:34:00;2.21;0.216;242.81;10.4;0.0;0.0;18.0
2007-03-11;14:35:00;2.098;0.0;243.24;9.0;0.0;0.0;18.0
2007-03-11;14:36:00;1.34;0.0;243.43;5.4;0.0;0.0;18.0
2007-03-11;14:37:00;1.332;0.0;242.74;5.4;0.0;0.0;18.0
2007-03-11;14:38:00;1.33;0.0;242.55;5.4;0.0;0.0;18.0
2007-03-11;14:39:00;1.328;0.0;242.18;5.4;0.0;0.0;18.0
2007-03-11;14:40:00;1.33;0.0;242.4;5.4;0.0;0.0;18.0
2007-03-11;14:41:00;1.322;0.0;241.73;5.4;0.0;0.0;18.0
2007-03-11;14:42:00;1.332;0.0;242.62;5.4;0.0;0.0;18.0
2007-03-11;14:43:00;1.334;0.0;242.82;5.4;0.0;0.0;18.0
2007-03-11;14:44:00;1.334;0.0;242.77;5.4;0.0;0.0;18.0
2007-03-11;14:45:00;1.334;0.0;242.93;5.4;0.0;0.0;18.0
2007-03-11;14:46:00;1.336;0.0;243.09;5.4;0.0;0.0;19.0
2007-03-11;14:47:00;1.45;0.102;242.49;6.0;0.0;0.0;18.0
2007-03-11;14:48:00;1.446;0.104;243.27;5.8;0.0;0.0;18.0
2007-03-11;14:49:00;1.456;0.108;244.22;6.0;0.0;0.0;18.0
2007-03-11;14:50:00;1.444;0.106;243.45;5.8;0.0;0.0;18.0
2007-03-11;14:51:00;1.456;0.11;244.52;6.0;0.0;0.0;18.0
2007-03-11;14:52:00;1.448;0.108;243.94;5.8;0.0;0.0;19.0
2007-03-11;14:53:00;1.444;0.108;243.9;5.8;0.0;0.0;18.0
2007-03-11;14:54:00;1.434;0.102;242.94;5.8;0.0;0.0;18.0
2007-03-11;14:55:00;1.434;0.102;242.93;5.8;0.0;0.0;18.0
2007-03-11;14:56:00;1.428;0.102;242.57;5.8;0.0;0.0;18.0
2007-03-11;14:57:00;1.44;0.106;243.71;5.8;0.0;0.0;18.0
2007-03-11;14:58:00;1.43;0.102;242.83;5.8;0.0;0.0;18.0
2007-03-11;14:59:00;1.43;0.102;242.88;5.8;0.0;0.0;18.0
2007-03-11;15:00:00;1.514;0.198;242.83;6.2;0.0;0.0;18.0
2007-03-11;15:01:00;1.502;0.208;242.78;6.2;0.0;0.0;18.0
2007-03-11;15:02:00;1.5;0.206;242.51;6.2;0.0;0.0;18.0
2007-03-11;15:03:00;1.508;0.21;243.26;6.2;0.0;0.0;19.0
2007-03-11;15:04:00;1.51;0.212;243.64;6.2;0.0;0.0;18.0
2007-03-11;15:05:00;1.502;0.21;243.22;6.2;0.0;0.0;18.0
2007-03-11;15:06:00;1.504;0.21;243.42;6.2;0.0;0.0;18.0
2007-03-11;15:07:00;1.462;0.148;243.56;6.0;0.0;0.0;18.0
2007-03-11;15:08:00;1.416;0.076;244.18;5.8;0.0;0.0;18.0
2007-03-11;15:09:00;1.422;0.08;244.8;5.8;0.0;0.0;19.0
2007-03-11;15:10:00;1.424;0.078;244.89;5.8;0.0;0.0;18.0
2007-03-11;15:11:00;1.416;0.076;244.29;5.8;0.0;0.0;18.0
2007-03-11;15:12:00;1.42;0.078;244.67;5.8;0.0;0.0;19.0
2007-03-11;15:13:00;1.414;0.076;244.1;5.8;0.0;0.0;18.0
2007-03-11;15:14:00;1.394;0.064;242.8;5.6;0.0;0.0;18.0
2007-03-11;15:15:00;1.346;0.0;243.89;5.4;0.0;0.0;18.0
2007-03-11;15:16:00;1.348;0.0;244.28;5.4;0.0;0.0;18.0
2007-03-11;15:17:00;1.354;0.0;244.74;5.4;0.0;0.0;19.0
2007-03-11;15:18:00;1.338;0.0;243.18;5.4;0.0;0.0;18.0
2007-03-11;15:19:00;1.334;0.0;242.8;5.4;0.0;0.0;18.0
2007-03-11;15:20:00;1.33;0.0;242.46;5.4;0.0;0.0;18.0
2007-03-11;15:21:00;1.33;0.0;242.46;5.4;0.0;0.0;18.0
2007-03-11;15:22:00;1.326;0.0;242.08;5.4;0.0;0.0;18.0
2007-03-11;15:23:00;1.326;0.0;242.15;5.4;0.0;0.0;18.0
2007-03-11;15:24:00;1.336;0.0;243.1;5.4;0.0;0.0;18.0
2007-03-11;15:25:00;2.32;0.0;242.37;9.8;0.0;0.0;18.0
2007-03-11;15:26:00;1.62;0.086;242.15;7.0;0.0;0.0;18.0
2007-03-11;15:27:00;1.448;0.102;243.09;5.8;0.0;0.0;18.0
2007-03-11;15:28:00;1.856;0.132;242.92;8.0;0.0;0.0;18.0
2007-03-11;15:29:00;1.436;0.102;242.72;5.8;0.0;0.0;18.0
2007-03-11;15:30:00;1.416;0.094;240.95;5.8;0.0;0.0;18.0
2007-03-11;15:31:00;1.426;0.098;241.92;5.8;0.0;0.0;18.0
2007-03-11;15:32:00;1.412;0.094;240.78;5.8;0.0;0.0;18.0
2007-03-11;15:33:00;1.414;0.094;241.14;5.8;0.0;0.0;17.0
2007-03-11;15:34:00;1.41;0.094;240.85;5.8;0.0;0.0;18.0
2007-03-11;15:35:00;1.438;0.12;241.45;6.0;0.0;0.0;18.0
2007-03-11;15:36:00;1.506;0.126;241.36;6.2;1.0;0.0;18.0
2007-03-11;15:37:00;1.504;0.118;241.05;6.2;2.0;0.0;18.0
2007-03-11;15:38:00;1.586;0.104;241.28;6.6;1.0;0.0;18.0
2007-03-11;15:39:00;1.602;0.106;241.77;6.6;2.0;0.0;17.0
2007-03-11;15:40:00;1.676;0.114;241.05;7.0;1.0;0.0;18.0
2007-03-11;15:41:00;1.728;0.12;241.01;7.2;1.0;0.0;18.0
2007-03-11;15:42:00;1.998;0.16;241.58;8.2;1.0;0.0;18.0
2007-03-11;15:43:00;3.462;0.158;239.96;14.8;2.0;29.0;13.0
2007-03-11;15:44:00;2.966;0.144;240.39;12.4;1.0;37.0;0.0
2007-03-11;15:45:00;3.324;0.11;238.86;15.6;1.0;44.0;0.0
2007-03-11;15:46:00;4.954;0.122;237.86;20.8;1.0;74.0;0.0
2007-03-11;15:47:00;4.43;0.102;238.48;19.0;1.0;65.0;0.0
